,name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
65,Clementine,63,42,56,['Drama'],,1h 34m,2019,"['Otmara Marrero', 'Sonya Walger', 'Ramsey', 'Sydney Sweeney', 'Meeko']",['Lara Gallagher']
66,No Man of God,80,63,74,"['Crime', 'Drama', 'Mystery & Thriller']",,1h 40m,2021,"['Elijah Wood', 'Luke Kirby', 'Aleksa Palladino', 'Robert Patrick', 'Christian Clemenson']",['Amber Rose Sealey']
67,Take the Night,82,76,80,"['Mystery & Thriller', 'Crime', 'Drama']",PG-13,1h 22m,2022,"['Seth McTigue', 'Roy Huang', 'Brennan Keel Cook', 'Sam Li', 'Shomari Love']",['Seth Mctigue']
68,Hustle,93,93,93,['Drama'],R,1h 58m,2022,"['Adam Sandler', 'Juancho Hernangomez', 'Queen Latifah', 'Ben Foster', 'Robert Duvall']",['Jeremiah Zagar']
0,Munich: The Edge of War,86,78,83,"['Biography', 'History', 'Drama']",PG-13,2h 3m,2021,"['Jessica Brown Findlay', 'George MacKay', 'Jeremy Irons', 'Liv Lisa Fries', 'Jannis Niewöhner']",['Christian Schwochow']
1,Offseason,68,17,50,"['Horror', 'Mystery & Thriller']",,1h 23m,2021,"['Jocelin Donahue', 'Joe Swanberg', 'Richard Brake', 'Melora Walters', 'Jeremy Gardner']",['Mickey Keating']
2,Learn To Swim,93,25,70,"['Romance', 'Drama', 'Music']",,1h 30m,2021,"['Thomas Antony Olajide', 'Emma Ferreira', 'Saida Ali', 'Jolly Amoako', 'Andrea Davis']",['Thyrone Tommy']
3,Die Mommie Die!,65,73,67,['Comedy'],R,1h 30m,2003,"['Charles Busch', 'Natasha Lyonne', 'Jason Priestley', 'Frances Conroy', 'Philip Baker Hall']",['Mark Rucker']
4,Chariot,17,38,24,['Mystery & Thriller'],R,1h 30m,2022,"['Thomas Mann', 'Rosa Salazar', 'John Malkovich', 'Scout Taylor-Compton', 'Vernon Davis']",['Adam Sigal']
5,The Legend of La Llorona,7,31,14,"['Horror', 'Mystery & Thriller']",R,1h 38m,2022,"['Autumn Reeser', 'Antonio Cupo', 'Zamia Fandiño', 'Danny Trejo', 'Josh Zaharia']",['Patricia Harris Seeley 2']
6,DC League of Super-Pets,72,88,77,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",PG,1h 46m,2022,"['Dwayne Johnson', 'Kevin Hart', 'Kate McKinnon', 'Vanessa Bayer', 'Natasha Lyonne']",['Jared Stern']
7,Norm Macdonald: Nothing Special,100,85,94,"['Comedy', 'Stand-Up']",TVMA,1h 26m,2022,"['Norm Macdonald', 'Dave Chappelle', 'David Letterman', ""Conan O'Brien"", 'Adam Sandler']","['Norm Mcdonald', 'Jeff Tomsic']"
8,The Friendship Game,10,10,10,"['Horror', 'Mystery & Thriller']",,1h 27m,2022,"['Peyton List', 'Brendan Meyer', 'Kelcey Mawema', 'Kaitlyn Santa Juana', 'Dylan Schombing']",['Scooter Corkle']
9,Amandla! A Revolution in Four-Part Harmony,83,88,84,['Documentary'],PG-13,1h 48m,2002,"['Abdullah Ibrahim', 'Duma Ka Ndlovu', 'Sibongile Khumalo', 'Vusi Mahlasela', 'Miriam Makeba']",['Lee Hirsch']
10,Metal Lords,63,84,70,"['Comedy', 'Music', 'Drama']",R,1h 38m,2022,"['Jaeden Martell', 'Isis Hainsworth', 'Adrian Greensmith', 'Joe Manganiello', 'Brett Gelman']",['Peter Sollett']
11,Alice,30,57,39,"['Drama', 'Mystery & Thriller']",R,1h 40m,2022,"['Keke Palmer', 'Common', 'Jonny Lee Miller', 'Gaius Charles', 'Alicia Witt']",['Krystin Ver Linden 2']
12,Book of Love,50,53,50,"['Romance', 'Comedy']",,1h 46m,2022,"['Sam Claflin', 'Verónica Echegui', 'Fernando Becerril', 'Ruy Gaytan', 'Lucy Punch']",['Analeine Cal Y Mayor']
13,Thor: Love and Thunder,63,76,67,"['Action', 'Adventure', 'Fantasy', 'Comedy']",PG-13,2h 5m,2022,"['Chris Hemsworth', 'Natalie Portman', 'Christian Bale', 'Tessa Thompson', 'Taika Waititi']",['Taika Waititi']
14,The People We Hate at the Wedding,31,39,33,['Comedy'],R,1h 39m,2022,"['Allison Janney', 'John Macmillan', 'Cynthia Addai-Robinson', 'Kristen Bell', 'Ben Platt']",['Claire Scanlon']
15,Ambulance,68,88,74,"['Action', 'Mystery & Thriller', 'Crime', 'Drama']",R,2h 16m,2022,"['Jake Gyllenhaal', 'Yahya Abdul-Mateen II', 'Eiza González', 'Moses Ingram', 'Jackson White']",['Michael Bay']
16,Mr. Harrigan's Phone,45,51,47,['Horror'],PG-13,1h 44m,2022,"['Donald Sutherland', 'Jaeden Martell', 'Joe Tippett', 'Kirby Howell-Baptiste', 'Cyrus Arnold']",['John Lee Hancock']
17,Black Warrant,20,71,37,"['Action', 'Mystery & Thriller']",R,1h 34m,2022,"['Tom Berenger', 'Cam Gigandet', 'Hani Al Naimi', 'Jonathan Avigdori', 'Jeff Fahey']",['Tibor Takacs']
18,When I Consume You,90,60,80,"['Drama', 'Horror', 'Mystery & Thriller']",,1h 33m,2021,"['Libby Ewing', 'Evan Dumouchel', 'MacLeod Andrews', 'Perry Blackshear', 'Perry Blackshear']",['Perry Blackshear']
19,Ghostbusters: Afterlife,64,94,74,"['Comedy', 'Fantasy', 'Adventure']",PG-13,2h 4m,2021,"['Carrie Coon', 'Finn Wolfhard', 'Mckenna Grace', 'Paul Rudd', ""Celeste O'Connor""]",['Jason Reitman']
20,Fistful of Vengeance,40,67,49,"['Action', 'Adventure']",,1h 34m,2022,"['Iko Uwais', 'Lewis Tan', 'Lawrence Kao', 'JuJu Chan Szeto', 'Yayaying Rhatha Phongam']",['Roel Reine']
21,Once Upon a Crime,0,43,14,"['Comedy', 'Mystery & Thriller']",PG,1h 34m,1992,"['John Candy', 'Jim Belushi', 'Cybill Shepherd', 'Sean Young', 'Richard Lewis']",['Eugene Levy']
22,And Now My Love,71,80,74,['Romance'],PG,2h 1m,1974,"['Marthe Keller', 'André Dussollier', 'Charles Denner', 'Carla Gravina', 'Gilbert Bécaud']",['Claude Lelouch']
23,Repeaters,20,33,24,"['Drama', 'Sci-Fi', 'Mystery & Thriller']",,1h 29m,2010,"['Dustin Milligan', 'Amanda Crew', 'Richard de Klerk', 'Ben Immanuel', 'Teach Grant']",['Carl Bessai']
24,Endangered,100,55,84,['Documentary'],,1h 30m,2022,"['Patricia Campos Mello', 'Carl Juste', 'Sáshenka Gutiérrez', 'Oliver Laughland', 'Heidi Ewing']","['Heidi Ewing', 'Rachel Grady']"
25,Moon Manor,89,89,89,"['Comedy', 'Drama']",,1h 43m,2021,"['Debra Wilson', 'Lou Taylor Pucci', 'Richard Riehle', 'Ricki Lake', 'Heather Morris']","['Machete Bang Bang', 'Erin Granat']"
26,A Hollywood Christmas,80,64,74,"['Kids & Family', 'Holiday', 'Romance', 'Comedy']",PG,1h 31m,2022,"['Jessika Van', 'Josh Swickard', 'Anissa Borrego', 'Missi Pyle', 'Tom Williamson']",['Alex Ranarivelo']
27,The Righteous,92,59,81,"['Mystery & Thriller', 'Drama', 'Horror']",,1h 37m,2021,"['Henry Czerny', 'Mimi Kuzyk', ""Mark O'Brien"", 'Mayko Nguyen', 'Kate Corbett']",['Mark Obrien']
28,True Things,81,50,70,"['Drama', 'Romance']",,1h 42m,2021,"['Ruth Wilson', 'Tom Burke', 'Hayley Squires', 'Elizabeth Rider', 'Frank McCusker']",['Harry Wootliff']
29,Paws of Fury: The Legend of Hank,54,67,58,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",PG,1h 37m,2022,"['Michael Cera', 'Samuel L. Jackson', 'Ricky Gervais', 'Mel Brooks', 'George Takei']","['Mark Koetsier', 'Chris Bailey 3', 'Rob Minkoff']"
30,Fortress: Sniper's Eye,0,9,3,"['Action', 'Mystery & Thriller']",R,1h 27m,2022,"['Jesse Metcalfe', 'Bruce Willis', 'Chad Michael Murray', ""Ser'Darius Blain"", 'Kelly Greyson']",['Josh Sternfeld']
31,PAW Patrol: The Mighty Movie,74,94,80,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",PG,1h 32m,2023,"['Kristen Bell', 'James Marsden', 'Mckenna Grace', 'Taraji P. Henson', 'Marsai Martin']",['Cal Brunker']
32,Enola Holmes 2,93,79,88,"['Mystery & Thriller', 'Drama', 'Action', 'Adventure', 'Crime']",PG-13,2h 9m,2022,"['Millie Bobby Brown', 'Henry Cavill', 'Helena Bonham Carter', 'David Thewlis', 'Louis Partridge']",['Harry Bradbeer']
33,Call Jane,82,87,83,['Drama'],R,2h 2m,2022,"['Elizabeth Banks', 'Sigourney Weaver', 'Kate Mara', 'Chris Messina', 'Cory Michael Smith']",['Phyllis Nagy']
34,House of Darkness,58,22,46,"['Horror', 'Mystery & Thriller', 'Comedy']",R,1h 29m,2022,"['Justin Long', 'Kate Bosworth', 'Gia Crovatin', 'Lucy Walters', 'Neil LaBute']",['Neil Labute']
35,Free Puppies!,100,100,99,['Documentary'],,1h 10m,2022,"['Samantha Wishman', 'Christina Thomas', 'Samantha Wishman', 'Carter McCormick', 'Eliot Popko']","['Samantha Wishman', 'Christina Thomas']"
36,The Edge of Seventeen,94,83,90,"['Comedy', 'Drama']",R,1h 45m,2016,"['Hailee Steinfeld', 'Haley Lu Richardson', 'Blake Jenner', 'Kyra Sedgwick', 'Woody Harrelson']",['Kelly Fremon Craig']
37,Last Looks,67,71,68,"['Action', 'Comedy']",R,1h 51m,2021,"['Charlie Hunnam', 'Mel Gibson', 'Morena Baccarin', 'Lucy Fry', 'Dominic Monaghan']",['Tim Kirkby 2']
38,We Are As Gods,92,96,93,['Documentary'],,1h 34m,2021,"['Stewart Brand', 'Brian Eno', 'George Church', 'David Alvarado', 'Jason Sussberg']","['David Alvarado 2', 'Jason Sussberg']"
39,Sleeping Dogs Lie,66,41,57,"['Comedy', 'Drama']",R,1h 29m,2006,"['Melinda Page Hamilton', 'Bryce Johnson', 'Colby French', 'Jack Plotnick', 'Bonita Friedericy']",['Bob Goldthwait']
40,Glass Onion: A Knives Out Mystery,92,92,92,"['Mystery & Thriller', 'Comedy', 'Drama']",PG-13,2h 20m,2022,"['Daniel Craig', 'Ed Norton', 'Dave Bautista', 'Kate Hudson', 'Kathryn Hahn']",['1167238 Rian Johnson']
41,Alone Together,30,43,34,"['Drama', 'Romance']",R,1h 38m,2022,"['Katie Holmes', 'Jim Sturgess', 'Derek Luke', 'Zosia Mamet', 'Melissa Leo']",['Katie Holmes']
42,Trees of Peace,100,85,94,['Drama'],,1h 37m,2021,"['Eliane Umuhire', 'Charmaine Bingwa', 'Ella Cannon', 'Bola Koleosho', 'Tongai Arnold Chirisa']",['Alanna Brown']
43,Even Cowgirls Get the Blues,17,28,20,['Fantasy'],R,1h 46m,1993,"['Uma Thurman', 'John Hurt', 'Rain Phoenix', 'Lorraine Bracco', 'Angie Dickinson']",['Gus Van Sant']
44,Eternals,47,77,57,"['Action', 'Adventure', 'Fantasy']",PG-13,2h 37m,2021,"['Angelina Jolie', 'Salma Hayek', 'Kit Harington', 'Gemma Chan', 'Richard Madden']",['Chloe Zhao']
45,Ultrasound,78,65,73,"['Sci-Fi', 'Drama', 'Mystery & Thriller']",,1h 43m,2021,"['Vincent Kartheiser', 'Chelsea Lopez', 'Breeda Wool', 'Tunde Adebimpe', 'Rainey Qualley']",['Rob Schroeder 2']
46,My Fake Boyfriend,73,53,66,"['Romance', 'Comedy', 'LGBTQ+']",R,1h 40m,2022,"['Keiynan Lonsdale', 'Dylan Sprouse', 'Sarah Hyland', 'Marcus Rosner', 'Matthew Finlan']",['Rose Troche']
47,Blonde,42,34,39,"['Biography', 'Drama']",NC-17,2h 46m,2022,"['Ana de Armas', 'Adrien Brody', 'Bobby Cannavale', 'Evan Williams', 'Xavier Samuel']",['Andrew Dominik']
48,Significant Other,70,71,70,"['Mystery & Thriller', 'Sci-Fi', 'Drama']",R,1h 24m,2022,"['Maika Monroe', 'Jake Lacy', 'Matthew Yang King', 'Dana Green', 'Loudon McCleery']","['Dan Berk', 'Robert Olsen']"
49,AVA: A Twist in the Road,100,94,97,['Drama'],,1h 14m,2021,"['Catherane Skillen', 'Bill Lewis', 'David Willis', 'Shiobann Amisial', 'Tannis Benedict']",['Catherane Skillen']
50,Cosmic Dawn,77,47,67,"['Mystery & Thriller', 'Sci-Fi']",,1h 38m,2022,"['Camille Rowe', 'Emmanuelle Chriqui', 'Antonia Zegers', 'Joshua Burge', 'Philip Granger']",['Jefferson Moneo']
51,The Souvenir Part II,90,86,88,"['Drama', 'Romance']",R,1h 46m,2021,"['Honor Swinton Byrne', 'Jaygann Ayeh', 'Tilda Swinton', 'Richard Ayoade', 'Ariane Labed']",['Joanna Hogg']
52,The Man From Toronto,23,46,30,"['Action', 'Comedy']",PG-13,1h 50m,2022,"['Kevin Hart', 'Woody Harrelson', 'Kaley Cuoco', 'Jasmine Mathews', 'Lela Loren']",['Patrick Hughes']
53,A Banquet,57,35,49,['Horror'],,1h 38m,2021,"['Sienna Guillory', 'Jessica Alexander', 'Ruby Stokes', 'Lindsay Duncan', 'Kaine Zajaz']",['Ruth Paxton 2']
54,Halloween Ends,40,57,45,"['Holiday', 'Horror', 'Mystery & Thriller']",R,1h 51m,2022,"['Jamie Lee Curtis', 'Andi Matichak', 'James Jude Courtney', 'Will Patton', 'Rohan Campbell']",['David Gordon Green']
55,The Reunion,100,66,88,['Drama'],,1h 28m,2013,"['Anna Odell', 'Sandra Andreis', 'Kamila Benhamza', 'Anders Berg', 'Erik Ehn']",['Anna Odell']
56,Brainwashed: Sex-Camera-Power,70,87,75,['Documentary'],,1h 47m,2022,"['Julie Dash', 'Penelope Spheeris', 'Charlyne Yi', 'Joey Soloway', 'Catherine Hardwicke']",['Nina Menkes']
57,The Summoned,63,33,53,"['Horror', 'Mystery & Thriller']",,1h 24m,2022,"['J. Quinton Johnson', 'Emma Fitzpatrick', 'Angela Gulner', 'Salvador Chacon', 'Frederick Stuart']",['Mark Meir']
0,Detective Knight: Redemption,67,89,74,"['Action', 'Mystery & Thriller']",R,1h 33m,2022,"['Bruce Willis', 'Lochlyn Munro', 'Corey Large', 'Miranda Edwards', 'Beau Mirchoff']",['Edward Drake']
1,Alone With You,74,46,64,"['Horror', 'Mystery & Thriller']",,1h 23m,2021,"['Emily Bennett', 'Emma Myles', 'Dora Madison', 'Barbara Crampton', 'Meghan Lane']","['Emily Bennett', 'Justin Brooks 2']"
2,Potato Dreams of America,91,86,89,"['Comedy', 'LGBTQ+', 'Biography']",,1h 35m,2021,"['Lea DeLaria', 'Dan Lauria', 'Jonathan Bennett', 'Marya Sea Kaminski', 'Sera Barbieri']",['Wes Hurley']
3,The Munsters,53,36,47,"['Kids & Family', 'Comedy', 'Fantasy']",PG,1h 50m,2022,"['Sheri Moon Zombie', 'Jeff Daniel Phillips', 'Daniel Roebuck', 'Catherine Schell', 'Jorge Garcia']",['Rob Zombie']
4,The Greatest Beer Run Ever,43,91,59,"['Comedy', 'Drama']",R,2h 6m,2022,"['Zac Efron', 'Russell Crowe', 'Bill Murray', 'Kyle Allen', 'Jake Picking']",['Peter Farrelly']
5,Ghosts of the Ozarks,63,50,58,"['Horror', 'Western']",,1h 47m,2021,"['Thomas Hobson', 'Phil Morris', 'Tara Perry', 'Tim Blake Nelson', 'Angela Bettis']","['Matt Glass', 'Jordan Wayne Long']"
6,The Noel Diary,69,64,67,"['Holiday', 'Comedy', 'Drama']",,1h 39m,2022,"['Justin Hartley', 'James Remar', 'Bonnie Bedelia', 'Essence Atkins', 'Andrea Sooch']",['Jw Melville']
7,A Chance Encounter,40,81,53,"['Romance', 'Drama', 'Music']",,1h 31m,2022,"['Paul Petersen', 'Andrea von Kampen', 'Jason Edwards', 'Elizabeth Stenholt', 'Vincenzo Vivenzio']",['Alexander Jeffery']
8,Crush,79,81,79,"['Romance', 'Comedy']",,1h 33m,2022,"['Rowan Blanchard', ""Auli'i Cravalho"", 'Isabella Ferreira', 'Tyler Alvarez', 'Megan Mullally']",['Sammi Cohen']
9,Green Lantern: Beware My Power,56,46,52,"['Adventure', 'Animation']",,1h 28m,2022,"['Aldis Hodge', 'Jimmi Simpson', 'Ike Amadi', 'Brian Bloom', 'Jamie Gray Hyder']",['Jeff Wamester']
10,Isolation,71,64,68,['Horror'],,1h 44m,2021,"['Alix Austin', 'Bob Ballou', 'Fine Belger', 'Nathan Breton', 'Adam R. Brown']","['Alix Austin', 'Adam R Brown', 'Larry Fessenden', 'Dennie Gordon', 'Andrew Kasch']"
11,Sheryl,100,83,94,"['Documentary', 'Music', 'Biography']",,1h 34m,2022,"['Sheryl Crow', 'Laura Dern', 'Keith Richards', 'Joe Walsh', 'Steve Jordan']",['Amy Scott 2']
12,In Her Hands,58,33,49,['Documentary'],PG-13,1h 33m,2022,"['Zarifa Ghafari', 'Marcel Mettelsiefen', 'Tamana Ayazi', 'Juan Camilo Cruz', 'Jonathan Schaerf']","['Marcel Mettelsiefen', 'Tamana Ayazi']"
13,Fair Game,79,65,74,"['Mystery & Thriller', 'Drama', 'Biography']",PG-13,1h 47m,2010,"['Naomi Watts', 'Sean Penn', 'Sam Shepard', 'Ty Burrell', 'David Andrews']",['Doug Liman']
14,The King's Man,40,80,53,"['Action', 'Adventure']",R,2h 11m,2021,"['Ralph Fiennes', 'Harris Dickinson', 'Rhys Ifans', 'Djimon Hounsou', 'Gemma Arterton']",['Matthew Vaughn']
15,Clean,100,74,91,['Documentary'],,1h 32m,2022,"['Sandra Pankhurst', 'Lachlan Mcleod', 'Nick Batzias', 'Thorsten Schumacher', 'Virginia Whitwell']",['Lachlan Mcleod']
16,Good Mourning,0,58,19,['Comedy'],,Comedy,2022,"['Machine Gun Kelly', 'Mod Sun', 'Becky G', 'Dove Cameron', 'Whitney Cummings']","['Colson Baker', 'Mod Sun']"
17,Who Invited Them,78,63,73,"['Horror', 'Comedy']",,1h 21m,2022,"['Ryan Hansen', 'Perry Mattfeld', 'Avital Ash', 'Christopher Chen', 'Timothy Granaderos']",['Duncan Birmingham']
18,Shut In,55,94,68,"['Mystery & Thriller', 'Drama']",,1h 28m,2022,"['Rainey Qualley', 'Jake Horowitz', 'Luciana Vandette', 'Vincent Gallo', 'D.J. Caruso']",['Dj Caruso']
19,Facing Nolan,96,95,95,"['Documentary', 'Biography']",,1h 45m,2022,"['Nolan Ryan', 'George W. Bush', 'Iván Rodríguez', 'Randy Johnson', 'Rod Carew']",['Bradley Jackson']
20,Is That Black Enough for You?!?,100,58,85,['Documentary'],R,2h 15m,2022,"['Harry Belafonte', 'Laurence Fishburne', 'Samuel L. Jackson', 'Margaret Avery', 'Whoopi Goldberg']",['Elvis Mitchell']
21,White Mischief,80,54,71,['Drama'],R,1h 47m,1987,"['Joss Ackland', 'Greta Scacchi', 'Charles Dance', 'John Hurt', 'Susan Fleetwood']",['Michael Radford']
22,Christmas With You,65,60,63,"['Holiday', 'Romance', 'Comedy']",,1h 29m,2022,"['Aimee Garcia', 'Freddie Prinze Jr.', 'Gabriel Sloyer', 'Lawrence J. Hughes', 'Matthew Grimaldi']",['Gabriela Tagliavini']
23,The Yellow Wallpaper,64,28,52,"['Mystery & Thriller', 'Horror']",,1h 39m,2021,"['Alexandra Loreth', 'Joe Mullins', ""Jeanne O'Connor"", 'Clara Harte', ""Mark O'Connor""]",['Kevin Pontuti']
24,Santa Camp,100,82,93,"['Holiday', 'Documentary']",,1h 32m,2022,"['Nick Sweeney', 'Stacey Reiss', 'Nick Sweeney', 'Korina Palomino', 'Joseph Purfield']",['Nick Sweeney']
25,"Love, Charlie: The Rise and Fall of Chef Charlie Trotter",89,98,92,['Documentary'],,1h 37m,2021,"['Charlie Trotter', 'Wolfgang Puck', 'Emeril Lagasse', 'Grant Achatz', 'Reginald Watkins']",['Rebecca Halpern']
26,Ray Donovan: The Movie,81,57,73,['Drama'],,1h 40m,2022,"['Liev Schreiber', 'Eddie Marsan', 'Dash Mihok', 'Pooch Hall', 'Kerris Dorsey']",['David Hollander 2']
27,Buried: The 1982 Alpine Meadows Avalanche,100,97,98,['Documentary'],,1h 36m,2021,"['Jim Plehn', 'Larry Heywood', 'Meredith Watson', 'Jared Drake', 'Steven Siig']","['Jared Drake', 'Steven Siig']"
28,Terror on the Prairie,83,82,82,"['Western', 'Mystery & Thriller', 'Action']",,1h 47m,2022,"['Gina Carano', 'Donald Cerrone', 'Nick Searcy', 'Tyler Fischer', 'Heath Freeman']",['Mike Polish']
29,The Hunting Ground,93,85,90,['Documentary'],PG-13,1h 42m,2015,"['Caroline Heldman', 'Kirsten Gillibrand', 'Amy Ziering', 'Kirby Dick', 'Amy Herdy']",['Kirby Dick']
30,LEGO Star Wars Summer Vacation,89,73,83,"['Action', 'Adventure', 'Animation', 'Kids & Family', 'Sci-Fi', 'Comedy']",,Action/Adventure,2022,"['Weird Al Yankovic', 'Yvette Nicole Brown', 'Thomas Lennon', 'Paul F. Tompkins', 'Dee Bradley Baker']",['Ken Cunningham']
31,The Outfit,85,92,87,"['Mystery & Thriller', 'Crime', 'Drama']",R,1h 45m,2022,"['Mark Rylance', ""Dylan O'Brien"", 'Zoey Deutch', 'Johnny Flynn', 'Nikki Amuka-Bird']",['Graham Moore']
32,Disenchanted,37,51,41,"['Kids & Family', 'Fantasy', 'Adventure', 'Romance', 'Musical']",PG,2h 1m,2022,"['Amy Adams', 'Patrick Dempsey', 'Maya Rudolph', 'Yvette Nicole Brown', 'Jayma Mays']",['Adam Shankman']
33,Ultrasound,78,65,73,"['Sci-Fi', 'Drama', 'Mystery & Thriller']",,1h 43m,2021,"['Vincent Kartheiser', 'Chelsea Lopez', 'Breeda Wool', 'Tunde Adebimpe', 'Rainey Qualley']",['Rob Schroeder 2']
34,Bring It On: Cheer or Die,11,11,11,"['Mystery & Thriller', 'Horror', 'Comedy']",PG-13,1h 31m,2022,"['Missi Pyle', 'Tiera Skovbye', 'Kerri Medders', 'Karen Lam', 'Rebekah McKendry']",['Karen Lam']
35,Paradise City,8,23,13,"['Action', 'Mystery & Thriller']",R,1h 34m,2022,"['Bruce Willis', 'John Travolta', 'Blake Jenner', 'Praya Lundberg', 'Stephen Dorff']",['Chuck Russell']
36,The Only One,80,80,80,"['Romance', 'Drama']",,1h 44m,2020,"['Caitlin Stasey', 'Jon Beavers', 'Blake Lindsley', 'Hugo Armstrong', 'Niseema Theillaud']",['Noah Gilbert']
37,Zero Contact,10,10,10,['Mystery & Thriller'],R,1h 37m,2022,"['Anthony Hopkins', 'Chris Brochu', 'Aleks Paunovic', 'Veronica Ferres', 'Lilly Krug']",['Rick Dugdale']
38,The Art of Love,0,62,20,['Comedy'],,1h 39m,1965,"['James Garner', 'Dick Van Dyke', 'Elke Sommer', 'Angie Dickinson', 'Ethel Merman']",['Norman Jewison']
39,The Day the Music Died: The Story of Don McLean's American Pie,70,71,70,"['Documentary', 'Music']",PG,1h 34m,2022,"['Don McLean', 'Garth Brooks', 'Brian Wilson', 'Peter Gallagher', 'Mark Moormann']",['Mark Moormann']
40,What Josiah Saw,91,61,81,"['Horror', 'Mystery & Thriller']",,2h 0m,2021,"['Robert Patrick', 'Nick Stahl', 'Scott Haze', 'Kelli Garner', 'Tony Hale']",['Vincent Grashaw']
41,Pursuit,8,8,8,"['Action', 'Mystery & Thriller', 'Drama']",R,1h 35m,2022,"['Emile Hirsch', 'John Cusack', 'Jake Manley', 'Elizabeth Ludlow', 'Andrew Stevens']",['770851053']
42,1-800-Hot-Nite,82,79,81,"['Comedy', 'Drama', 'Adventure']",,1h 35m,2022,"['Dallas Young', 'Gerrison Machado', 'Mylen Bradford', 'Ali Richey', 'DaJuan Johnson']",['Nick Richey']
43,Breath,80,74,78,['Drama'],,1h 55m,2017,"['Simon Baker', 'Samson Coulter', 'Ben Spence', 'Elizabeth Debicki', 'Richard Roxburgh']",['Simon Baker']
44,Werewolf by Night,89,89,89,"['Fantasy', 'Action', 'Adventure', 'Horror']",,54m,2022,"['Gael García Bernal', 'Laura Donnelly', 'Harriet Sansom Harris', 'Michael Giacchino', 'Heather Quinn']",['Michael Giacchino']
45,The Minute You Wake Up Dead,0,18,6,['Mystery & Thriller'],R,1h 30m,2022,"['Cole Hauser', 'Jaimie Alexander', 'Morgan Freeman', 'Darren Mann', 'Andrew Stevens']",['Michael Mailer']
46,Against the Ice,56,73,61,"['Drama', 'Adventure', 'History']",,1h 42m,2022,"['Nikolaj Coster-Waldau', 'Joe Cole', 'Heida Reed', 'Charles Dance', 'Ed Speleers']",['Peter Flinth']
47,On the Count of Three,85,81,83,"['Comedy', 'Drama']",R,1h 26m,2021,"['Jerrod Carmichael', 'Christopher Abbott', 'Tiffany Haddish', 'J.B. Smoove', 'Lavell Crawford']",['Jerrod Carmichael']
48,Scratch,94,93,93,['Documentary'],R,1h 30m,2001,"['Afrika Bambaataa', 'Yoga Frog', 'Mix Master Mike', 'DJ Q-Bert', 'DJ Shadow']","['Doug Pray', 'Bonner Bellew']"
49,The Eternal Daughter,95,46,78,"['Mystery & Thriller', 'Drama']",PG-13,1h 36m,2022,"['Tilda Swinton', 'Joseph Mydell', 'Carly-Sophia Davies', 'Joanna Hogg', 'Joanna Hogg']",['Joanna Hogg']
50,Frost,14,53,26,"['Drama', 'Mystery & Thriller']",,2h 12m,2017,"['Mantas Janciauskas', 'Lyja Maknaviciute', 'Andrzej Chyra', 'Vanessa Paradis', 'Sharunas Bartas']",['Sharunas Bartas']
51,Halftime,82,90,84,"['Documentary', 'Music']",,1h 35m,2022,"['Jennifer Lopez', 'Amanda Micheli', 'Benny Medina', 'Elaine Goldsmith-Thomas', 'David Broome']",['Amanda Micheli']
52,Josep,100,85,94,"['Drama', 'History', 'Animation', 'Biography']",,1h 14m,2020,"['Sergi López', 'Emmanuel Vottero', 'Xavier Serrano', 'David Marsais', 'Valérie Lemercier']","['Aurel 2', 'Aurel']"
53,Bleeding Audio,100,100,99,['Documentary'],,1h 31m,2020,"['The Matches', 'Mark Hoppus', 'Nick Hexum', 'Chelsea Christer', 'Jannette Bivona']",['Chelsea Christer']
54,Under Spanish Skies,100,100,99,"['Drama', 'Mystery & Thriller']",,1h 29m,2022,"['Amr Waked', 'Nahéma Ricci', 'Philippe Brenninkmeyer', 'Tullan Holmqvist', 'Tara Lynn Orr']",['Nathan Buck']
55,The Stranger,92,75,86,"['Crime', 'Drama', 'Mystery & Thriller']",,1h 57m,2022,"['Joel Edgerton', 'Sean Harris', 'Jada Alberts', 'Steve Mouzakis', 'Ewan Leslie']",['Thomas M Wright']
56,Beavis and Butt-Head Do the Universe,95,84,91,"['Comedy', 'Sci-Fi', 'Adventure', 'Animation']",,1h 26m,2022,"['Mike Judge', 'Gary Cole', 'Chris Diamantopoulos', 'Nat Faxon', 'Brian Huskey']",['Mike Judge']
57,The Bubble,21,31,24,['Comedy'],R,2h 6m,2022,"['Karen Gillan', 'Iris Apatow', 'Fred Armisen', 'Maria Bakalova', 'David Duchovny']",['Judd Apatow']
58,Meadowland,92,65,83,['Drama'],R,1h 35m,2015,"['Olivia Wilde', 'Luke Wilson', 'Giovanni Ribisi', 'Elisabeth Moss', 'Ty Simpkins']",['Reed Morano']
59,Jerry & Marge Go Large,67,78,70,"['Comedy', 'Drama']",PG-13,1h 30m,2022,"['Bryan Cranston', 'Annette Bening', 'Larry Wilmore', 'Rainn Wilson', 'Uly Schlesinger']",['David Frankel']
60,All Quiet on the Western Front,100,70,89,['War'],TVPG,2h 36m,1979,"['Richard Thomas', 'Ernest Borgnine', 'Patricia Neal', 'Ian Holm', 'Donald Pleasence']",['Delbert Mann']
